success_prob,lat_mean,lat_std,cost_mean
0.75,2.28,0.41,809.92
0.4655,8.33,3.26,1772.31
0.4363,8.3,3.52,2493.39
0.5942,5.71,2.32,1819.99
0.4673,6.71,2.41,1963.9
0.4276,8.31,3.46,2347.54
0.6165,5.39,1.69,2051.29
0.5152,8.39,3.03,3393.25
0.4522,11.97,4.61,4839.26
0.4689,11.01,3.3,3609.9
0.1612,28.02,14.6,9467.32
0.1488,14.82,7.79,4566.87
0.4448,5.47,2.13,1569.04
0.7822,2.42,0.6,959.05
0.4138,5.42,2.54,1284.89
0.3706,16.13,7.04,6544.77
0.7561,1.87,0.33,521.06
0.394,16.73,7.87,3923.78
0.5587,4.4,1.5,1117.48
0.5505,6.96,2.53,2721.19
0.6328,9.03,3.77,2330.04
0.6417,3.09,1.01,1008.16
0.5771,3.82,1.3,1150.19
0.4732,5.35,2.12,1837.4
0.3656,8.76,4.41,2916.57
0.244,15.45,7.39,6610.56
0.29,9.91,4.15,2630.36
0.4912,3.81,1.33,1137.75
0.7891,2.18,0.43,607.15
0.6358,5.04,1.72,1571.21
0.7949,1.97,0.53,865.39
0.4539,7.68,3.18,1939.09
0.7846,2.39,0.47,1187.72
0.5672,3.16,1.34,777.83
0.6177,4.98,1.7,2078.54
0.3381,8.16,3.56,2957.91
0.2424,20.21,10.8,8082.82
0.5207,8.81,4.03,2784.66
0.7093,5.53,1.6,2005.79
0.2507,19.75,9.29,3818.46
0.4534,5.19,2.05,1510.94
0.6919,2.33,0.71,931.08
0.7121,2.2,0.65,623.12
0.5941,6.4,2.37,2551.33
0.4199,8.53,3.42,2311.48
0.5214,5.18,1.46,1560.27
0.7292,1.95,0.47,726.7
0.6199,3.25,1.19,819.87
0.3308,16.28,7.52,5522.19
0.3685,10.63,3.91,4367.42
0.5727,5.27,2.0,1235.26
0.4334,5.39,2.08,1524.68
0.347,11.19,4.21,2204.97
0.6512,6.29,2.14,1998.53
0.4587,4.87,1.76,1751.59
0.4455,9.35,4.6,3800.17
0.3197,6.79,3.48,2023.76
0.1907,18.02,10.39,4011.26
0.8554,0.87,0.17,302.73
0.658,4.34,1.17,1284.28
0.6968,3.6,0.94,1258.5
0.3607,10.45,5.64,4307.74
0.4159,11.29,5.53,2794.07
0.4923,8.91,2.83,3353.73
0.4398,13.74,5.23,4261.15
0.4355,7.95,2.94,3163.52
0.3596,7.54,4.03,3029.7
0.311,9.37,3.56,3788.04
0.3194,21.64,12.12,6054.82
0.3694,19.14,9.23,5263.27
0.2863,9.65,4.35,2339.34
0.524,6.52,2.53,1672.16
0.4977,11.74,5.27,4019.83
0.5041,6.5,2.49,2841.86
0.4628,4.95,1.6,1823.58
0.2987,15.25,6.76,4419.77
0.3578,12.71,4.61,3117.16
0.6059,3.69,1.4,1337.14
0.8869,1.44,0.35,491.37
0.5671,3.09,1.24,835.77
0.3151,8.77,4.1,1929.77
0.3086,13.43,5.86,5219.7
0.5404,5.26,1.68,1571.61
0.7552,2.59,0.55,1199.45
0.6338,4.77,1.56,1535.1
0.3334,23.11,12.57,8169.37
0.5224,4.09,1.73,1760.25
0.5099,7.62,3.02,3099.69
0.6343,3.58,0.81,862.91
0.7809,3.43,0.74,923.21
0.4301,13.39,6.78,2984.85
0.6162,3.28,1.08,1095.06
0.817,1.97,0.3,608.27
0.6424,2.43,0.64,927.62
0.6355,5.25,1.53,1561.45
0.3405,17.4,7.14,7325.39
0.6527,2.26,0.91,970.48
0.2622,13.01,7.12,4689.04
0.7298,1.25,0.28,544.64
0.5316,5.76,1.5,1172.4
0.2696,11.1,5.59,2326.23
0.4908,8.78,3.55,2654.72
0.381,10.62,4.89,4311.28
0.478,7.92,3.35,1683.34
0.5208,7.54,2.43,2217.17
0.4855,7.93,3.79,3122.1
0.5951,3.67,1.14,1052.8
0.9014,1.53,0.36,776.88
0.6287,2.3,0.64,1058.46
0.5523,3.84,1.44,830.87
0.4077,6.73,1.93,2270.46
0.3888,6.31,2.83,1429.18
0.7605,1.49,0.32,523.4
0.6051,2.56,0.81,1113.11
0.4271,3.11,1.43,785.03
0.4935,6.46,2.32,2729.67
0.4271,10.79,4.28,4639.22
0.5239,3.51,1.33,1167.66
0.3293,15.78,7.5,4349.04
0.7948,1.58,0.25,492.65
0.7027,2.16,0.63,717.38
0.5371,5.34,2.07,1312.93
0.5516,6.2,2.32,1224.06
0.3716,8.72,3.65,1780.61
0.6826,2.5,0.54,1002.16
0.5486,5.14,1.76,1124.55
0.424,7.55,3.2,2075.78
0.3315,21.05,10.49,7278.1
0.3367,16.71,7.75,3813.27
0.7408,2.48,0.72,759.87
0.5373,10.01,3.23,1990.49
0.6544,4.3,1.28,1087.81
0.5702,2.47,0.75,594.2
0.4653,5.82,2.25,1291.85
0.288,24.79,13.45,7349.26
0.3532,10.04,4.14,2239.14
0.3064,16.81,6.58,4375.99
0.4261,13.28,5.49,4788.75
0.6433,5.06,1.42,1873.51
0.4869,8.31,2.05,2308.74
0.572,4.85,2.02,2019.54
0.1885,22.95,13.31,8711.39
0.479,5.06,2.11,1785.99
0.3406,15.27,7.21,4528.61
0.2734,13.82,7.21,2819.97
0.379,9.16,3.93,2672.39
0.7251,4.1,1.33,1453.56
0.5934,3.49,1.16,1513.66
0.6174,7.06,2.43,3101.83
0.6874,2.52,0.66,591.75
0.5757,4.72,2.02,2046.86
0.3559,7.22,3.4,2682.45
0.4858,13.17,4.76,4699.97
0.6882,2.34,0.65,1150.96
0.5668,2.13,0.74,601.65
0.3215,19.27,9.47,5405.52
0.6759,2.86,0.81,1270.76
0.2631,13.21,6.05,2897.94
0.493,7.43,2.85,2722.71
0.5878,2.73,0.82,1221.1
0.6835,2.63,0.75,1210.6
0.5997,4.08,1.25,989.36
0.6404,3.65,1.24,1371.76
0.3572,21.83,12.05,4419.19
0.2659,13.36,5.8,5332.05
0.5914,4.41,1.44,1410.93
0.18,37.82,19.41,12677.87
0.395,9.59,4.45,3831.36
0.925,1.49,0.28,652.94
0.5806,3.49,1.15,1138.06
0.2487,27.24,14.07,7998.62
0.616,3.37,1.07,1254.97
0.8527,1.62,0.46,690.92
0.3069,15.16,6.86,5874.79
0.5685,5.06,1.86,1043.99
0.506,4.7,1.83,1378.49
0.7864,2.12,0.55,707.11
0.3295,14.96,6.38,3174.8
0.657,6.5,2.51,2463.29
0.5571,4.02,0.93,1376.65
0.2006,23.74,12.27,4370.34
0.5354,3.01,1.06,1108.97
0.5704,12.31,4.21,3430.4
0.3616,8.89,3.38,3313.91
0.1855,25.25,12.78,5797.78
0.7784,2.53,0.53,600.01
0.6163,7.6,2.82,1670.38
0.8346,1.44,0.36,552.95
0.6373,3.18,1.08,1345.88
0.5516,7.2,2.86,2495.61
0.4601,8.82,2.92,1740.23
0.4483,8.41,3.48,2754.27
0.532,7.51,3.21,2398.9
0.2396,15.41,8.23,5783.33
0.6403,5.28,2.03,1325.7
0.8294,1.71,0.31,725.08
0.7253,3.78,1.27,1385.0
0.4825,6.33,2.21,2132.72
0.6556,2.79,0.9,855.71
0.5987,4.92,2.1,1067.53
0.6394,3.42,0.96,928.92
0.2957,17.31,7.19,6644.45
0.561,4.77,2.18,1658.79
0.4554,9.22,4.11,3104.07
0.3691,16.32,8.01,5077.1
0.7748,2.2,0.52,491.83
0.5145,5.38,1.37,1626.65
0.5374,5.27,2.07,1862.14
0.5174,5.04,1.72,1186.71
0.4181,5.78,2.5,2492.38
0.8342,1.66,0.37,463.75
0.6414,2.43,0.31,945.18
0.407,8.82,3.98,2392.06
0.7797,1.82,0.47,846.17
0.2962,8.08,4.04,3112.57
0.3507,24.31,11.64,6446.4
0.5689,3.85,1.28,1203.83
0.4655,8.97,3.54,3885.66
0.6654,3.87,1.37,1413.93
0.4827,8.14,3.16,1623.79
0.7766,1.52,0.39,674.24
0.5431,7.57,3.76,2169.23
0.7487,1.74,0.38,592.67
0.4304,20.32,8.84,7830.85
0.6169,4.12,1.75,1879.56
0.4471,9.75,3.98,2040.2
0.8178,1.89,0.5,597.67
0.5745,3.29,1.02,963.51
0.4914,7.14,2.67,2985.07
0.5039,9.16,4.03,3660.94
0.5961,5.27,1.94,2191.56
0.4031,14.86,6.17,2943.37
0.6122,4.79,1.65,1029.4
0.4903,11.89,4.24,3865.47
0.7732,2.26,0.75,651.48
0.463,5.11,2.59,1099.3
0.4059,7.05,3.73,1849.09
0.4652,5.62,2.38,2061.21
0.4405,6.17,2.4,2298.63
0.3601,9.88,4.82,3707.38
0.4922,6.37,2.18,1380.98
0.3867,11.99,6.94,4453.18
0.5554,4.56,1.81,1495.39
0.7516,1.93,0.53,642.89
0.5329,9.22,4.18,3118.78
0.2106,23.13,11.84,8772.09
0.8566,2.96,0.54,777.75
0.2079,26.96,11.75,10153.99
0.6712,2.86,0.86,1054.73
0.5565,7.14,2.5,2497.99
0.6438,3.59,1.19,1552.43
0.2821,13.78,6.37,4897.8
0.4042,13.1,6.3,4258.55
0.6393,5.0,2.01,1520.84
0.3151,15.17,6.42,4683.38
0.2954,15.67,8.64,6165.92
0.4173,7.03,2.87,2962.49
0.6197,2.76,1.04,1166.96
0.4759,5.88,2.65,2267.83
0.6128,4.4,1.7,1600.96
0.5901,4.46,1.4,1782.84
0.6993,3.14,0.88,779.88
0.6606,3.26,1.16,1061.41
0.6986,2.76,0.63,1044.18
0.469,8.08,3.05,2724.7
0.3504,7.14,3.0,2437.58
0.5228,2.68,0.75,1147.58
0.7666,1.59,0.39,845.26
0.5331,6.94,2.35,2773.69
0.1751,44.81,26.15,17192.47
0.6044,3.83,1.13,1565.95
0.384,9.97,5.0,3510.99
0.5436,3.74,1.47,1009.79
0.3454,12.53,5.97,4971.51
0.7866,1.93,0.38,627.65
0.5386,4.84,1.57,1872.36
0.4136,11.12,4.85,2449.7
0.7837,2.93,1.1,995.43
0.5724,9.08,2.71,2487.22
0.7619,1.85,0.36,771.97
0.8365,3.66,0.63,1612.04
0.4584,4.95,2.15,1001.01
0.4722,7.32,3.24,1592.36
0.5815,4.75,1.5,2060.95
0.4115,7.92,3.51,2123.02
0.3075,13.32,6.76,4891.55
0.5054,5.59,2.43,2284.07
0.5515,9.75,4.21,3672.44
0.6991,1.91,0.27,541.78
0.5058,4.58,1.89,1781.04
0.8591,2.56,0.39,1131.16
0.6502,4.18,1.33,1168.43
0.6728,3.91,1.12,1528.8
0.8793,1.92,0.44,686.66
0.4631,4.41,1.43,1879.65
0.5388,6.8,3.03,1644.58
0.8391,1.28,0.21,400.01
0.6249,3.9,1.39,941.55
0.5216,6.83,2.08,2951.55
0.6986,3.66,1.03,1230.98
0.3703,10.95,6.03,2796.29
0.2838,16.98,10.33,3820.9
0.5506,3.85,1.04,1618.57
0.4837,8.19,2.9,1709.03
0.5409,6.05,2.02,2187.69
0.6493,2.68,1.11,978.01
0.7025,2.19,0.5,863.53
0.8615,1.92,0.49,739.88
0.2877,14.3,7.21,5564.37
0.502,3.79,1.09,808.88
0.1796,23.55,10.77,6794.22
0.6207,4.18,1.2,988.2
0.7824,2.0,0.76,699.07
0.481,4.91,1.96,1625.94
0.7741,2.62,0.81,941.48
0.3637,17.25,7.22,7127.29
0.4488,12.15,4.69,4951.21
0.7894,2.27,0.62,662.34
0.8693,1.37,0.24,654.58
0.6397,6.2,1.96,2280.78
0.6281,5.21,1.48,2165.67
0.7839,1.12,0.3,320.08
0.1714,21.36,12.75,7181.83
0.7876,1.71,0.46,544.84
0.4773,6.39,2.59,1854.58
0.6057,2.15,0.67,811.64
0.7473,1.84,0.52,560.49
0.8452,1.91,0.34,512.76
0.2397,7.89,4.24,3033.49
0.6828,3.92,0.8,996.37
0.7285,3.12,0.72,859.08
0.5743,3.1,1.36,1088.31
0.3009,10.01,5.14,3435.07
0.7316,2.19,0.68,958.94
0.6006,2.61,0.83,1248.59
0.3561,9.16,3.58,2635.49
0.4615,6.59,2.45,1527.03
0.6606,3.35,1.14,754.67
0.2806,20.04,12.02,6174.58
0.8359,1.67,0.44,613.23
0.6779,2.9,0.82,1271.81
0.2134,19.45,10.66,5972.82
0.4388,13.11,6.49,3865.9
0.642,5.12,1.29,2071.11
0.5685,5.18,1.44,2033.6
0.4213,10.72,5.01,3796.53
0.2108,21.49,11.25,6714.9
0.4656,7.29,2.38,1870.76
0.5634,6.22,1.41,2042.69
0.7616,1.88,0.56,563.04
0.3211,14.67,7.08,4580.45
0.4467,6.72,2.95,2683.3
0.2149,23.51,12.21,7338.67
0.7271,2.05,0.51,547.07
0.5313,5.0,1.75,1028.69
0.2971,18.18,8.46,7144.67
0.2447,23.81,12.58,5620.1
0.404,10.12,4.5,3263.34
0.5201,3.99,1.42,1531.31
0.1905,34.62,19.95,8454.51
0.4524,8.49,3.76,3284.09
0.3403,15.41,6.65,3188.07
0.2691,17.41,8.92,6423.47
0.4455,5.78,2.17,1263.95
0.2942,11.95,5.77,3116.9
0.4741,8.14,3.82,2155.53
0.3559,10.85,5.3,4477.6
0.8419,1.73,0.54,680.2
0.149,26.6,15.49,10304.22
0.7747,1.59,0.37,555.52
0.552,7.68,2.76,2981.89
0.1298,29.88,17.18,9394.5
0.7025,3.61,1.16,1034.55
0.2182,21.6,10.32,7420.49
0.5841,2.94,0.99,920.68
0.5731,2.97,0.8,1383.95
0.4498,5.17,2.39,2096.32
0.4535,6.65,1.95,1377.03
0.4985,5.93,2.23,2421.69
0.6458,5.4,1.55,1270.22
0.3657,15.51,7.54,5309.18
0.5466,4.43,1.64,1796.08
0.7037,2.6,0.54,726.15
0.3635,14.59,7.71,3095.76
0.2042,22.29,9.25,8153.88
0.3178,12.67,6.55,3881.07
0.66,5.12,1.82,1705.15
0.3981,14.37,7.36,5355.02
0.5575,5.85,1.65,1553.4
0.8225,1.13,0.21,269.87
0.7274,2.62,0.85,1251.56
0.7001,3.03,1.03,1218.02
0.5065,6.18,2.82,2240.67
0.3181,25.16,16.34,6667.56
0.6424,2.83,0.74,1385.1
0.4047,19.29,9.29,4689.75
0.8282,1.89,0.36,567.97
0.3237,17.41,7.13,4538.49
0.5469,6.26,2.2,2324.0
0.6622,5.13,1.08,1362.52
0.5471,6.41,2.14,1680.56
0.3694,8.06,2.8,2589.56
0.5531,5.79,2.42,2070.69
0.6591,2.14,0.53,571.63
0.4764,3.87,1.21,1456.19
0.641,3.14,1.05,967.08
0.7718,1.52,0.28,576.68
0.503,5.6,2.02,1207.75
0.4625,8.73,3.03,3813.01
0.7185,2.08,0.64,842.14
0.5203,9.37,3.66,2009.14
0.7825,1.35,0.24,558.88
0.2669,13.34,5.58,2721.9
0.7192,1.85,0.73,744.3
0.467,5.82,2.63,2181.92
0.5308,6.87,2.98,1373.22
0.2405,17.29,8.65,7061.07
0.8359,1.03,0.17,350.49
0.192,36.16,21.05,8706.74
0.323,9.88,4.41,2199.17
0.4683,7.91,2.64,1806.39
0.4584,6.55,3.16,2698.92
0.5723,5.99,2.19,1855.57
0.7245,2.87,0.56,1123.39
0.4226,9.55,4.51,2336.82
0.4852,7.61,2.98,2002.05
0.3095,17.21,6.4,4975.23
0.237,21.84,10.49,6514.16
0.6876,6.19,1.49,1323.04
0.3624,7.15,3.35,1455.49
0.416,6.31,2.84,2855.38
0.7085,2.33,0.67,978.96
0.7026,2.52,0.65,533.37
0.9012,1.6,0.26,752.86
0.7681,1.67,0.52,511.14
0.5755,4.35,1.68,1751.24
0.7569,2.07,0.45,902.09
0.3029,13.9,7.24,2656.53
0.865,1.43,0.23,653.22
0.6346,2.85,0.77,717.79
0.7862,2.31,0.82,673.36
0.6122,5.36,1.57,1868.37
0.5577,4.41,1.74,1743.19
0.4802,4.54,1.41,1109.24
0.4497,12.85,6.13,2854.85
0.2882,13.65,6.39,3478.52
0.9044,1.77,0.5,713.18
0.3975,9.58,5.06,2606.84
0.3745,14.66,7.87,3340.57
0.6767,4.56,1.38,1984.86
0.662,4.3,1.28,1688.2
0.6133,4.27,1.39,1863.12
0.508,2.99,1.14,753.27
0.8083,2.65,0.68,670.38
0.4936,4.56,1.95,1495.38
0.6349,4.03,1.17,1417.84
0.3659,13.44,7.53,4508.75
0.5683,8.55,2.94,1820.07
0.1844,19.59,9.86,7550.12
0.6747,2.06,0.63,720.58
0.1309,27.09,14.85,7355.18
0.8012,2.17,0.3,741.13
0.6362,5.03,1.55,1024.88
0.4701,10.07,2.92,2546.08
0.6813,4.22,1.04,1870.93
0.4466,6.06,2.29,1995.53
0.7075,2.34,0.75,587.22
0.7773,2.49,0.5,756.97
0.6106,5.14,1.76,1242.29
0.7971,1.64,0.46,842.66
0.5614,3.88,1.8,1592.44
0.6267,4.08,1.09,1342.12
0.3159,21.18,12.3,8756.53
0.5456,5.24,2.03,1560.1
0.3869,10.2,4.14,3979.69
0.7454,2.93,0.62,1050.01
0.2972,20.15,7.59,7825.79
0.4854,9.13,3.79,3723.94
0.7234,1.72,0.4,523.19
0.55,4.31,1.48,1105.67
0.4986,5.68,2.98,1468.49
0.3794,8.87,4.51,2359.35
0.7611,2.87,0.62,733.15
0.1649,21.65,10.46,6045.29
0.7077,2.68,0.91,1027.14
0.8797,1.6,0.26,407.13
0.7195,1.91,0.64,830.15
0.118,20.01,14.03,3697.1
0.5091,5.95,2.24,1435.83
0.6339,3.51,1.36,681.81
0.5215,10.07,4.67,4267.21
0.4845,7.13,2.48,2126.58
0.4111,16.19,8.0,3906.92
0.7449,2.53,0.53,618.92
0.1653,16.44,9.67,4617.14
0.28,11.75,4.91,5041.28
0.9658,1.25,0.24,423.44
0.4645,4.43,2.07,1243.49
0.6718,5.48,1.67,1534.5
0.3863,7.38,2.86,1707.6
0.7736,2.06,0.49,781.3
0.3243,12.91,5.64,3757.8
0.2785,15.36,7.84,5613.76
0.6935,1.94,0.45,567.9
0.482,6.72,2.34,1490.78
0.4419,9.67,4.35,3231.01
0.6759,1.95,0.65,898.48
0.5861,3.37,1.12,1148.12
0.5784,7.05,2.04,2709.53
0.6028,4.09,1.5,1683.3
0.2206,16.12,7.66,6552.24
0.604,4.14,1.9,1245.93
0.3855,10.46,4.42,4299.87
0.4639,5.15,2.09,1979.74
0.7082,2.36,0.58,1023.03
0.3642,7.25,3.33,2465.64
0.5299,4.26,2.19,899.93
0.2251,13.92,7.02,4547.93
0.4555,10.3,5.04,3960.47
0.186,25.89,14.47,10888.31
0.2564,16.39,9.61,4706.91
0.6575,4.04,0.8,1853.77
0.6801,2.78,1.14,772.36
0.8076,1.64,0.38,741.02
0.5827,2.75,0.79,970.34
0.5215,7.41,3.18,2609.83
0.5554,6.77,2.59,2148.65
0.7043,3.47,0.73,1631.45
0.5556,6.31,1.66,1295.06
0.3916,4.13,2.15,1253.99
0.5792,4.62,1.61,1905.92
0.7942,3.74,0.89,1005.64
0.3388,11.49,5.14,3847.42
0.4357,4.96,2.43,1708.14
0.5644,5.38,1.76,2133.13
0.7557,3.32,1.06,1435.05
0.1648,22.59,12.6,5606.03
0.5021,8.46,3.13,3100.99
0.7353,2.05,0.65,850.91
0.4748,7.24,3.21,2540.23
0.4495,7.24,2.67,1706.45
0.5625,3.72,1.32,1117.53
0.3974,6.94,2.8,2327.54
0.7318,1.89,0.53,506.7
0.6057,5.52,2.33,2019.67
0.4502,10.19,4.11,2399.29
0.3763,14.18,6.78,5839.39
0.6881,3.03,0.85,1292.12
0.2955,13.9,5.68,4648.48
0.2994,12.0,4.67,4789.12
0.3128,17.4,8.69,7305.16
0.5475,7.71,3.02,2989.58
0.2076,24.58,14.2,8312.33
0.724,4.48,1.29,1452.41
0.577,7.6,2.45,3090.78
0.6609,3.38,1.05,1304.32
0.5963,4.6,1.7,1399.53
0.5279,5.21,1.97,1724.41
0.6029,4.61,1.71,1184.45
0.2136,16.24,8.99,6173.21
0.4294,7.68,3.54,3193.6
0.6858,2.53,0.84,607.87
0.4095,10.71,5.24,2401.82
0.5788,3.98,1.0,1860.15
0.4294,7.84,4.01,1889.09
0.6048,3.72,1.05,1377.77
0.5664,3.76,1.25,1273.29
0.6903,3.93,0.87,1348.08
0.4525,6.86,3.5,1538.38
0.5199,4.76,1.14,1157.87
0.546,4.3,1.9,1446.18
0.3505,10.92,5.22,3072.09
0.5725,4.51,1.11,1837.1
0.6303,4.7,2.01,2055.88
0.5055,5.68,2.25,2242.47
0.3373,20.67,7.32,5895.1
0.1997,22.14,11.35,6680.83
0.6396,2.3,0.73,636.27
0.1878,20.01,13.11,7045.71
0.4817,10.42,4.31,3116.58
0.7102,2.48,0.41,1040.54
0.5428,6.55,2.92,2368.14
0.7478,2.59,0.69,641.3
0.584,5.42,1.22,1587.12
0.3905,9.59,4.66,3298.78
0.1726,21.24,11.38,8280.09
0.7699,2.14,0.47,669.41
0.8539,1.44,0.25,648.98
0.5245,4.59,1.47,1045.49
0.5925,5.26,1.75,2254.52
0.3828,9.3,4.42,3128.25
0.7647,1.82,0.47,814.4
0.4457,11.61,3.62,3313.2
0.2748,18.53,9.4,7563.99
0.1666,27.51,16.45,9778.88
0.429,10.12,4.54,2403.81
0.7715,1.95,0.45,637.4
0.6563,2.99,1.13,840.86
0.696,2.03,0.73,810.57
0.4564,6.7,2.46,2578.65
0.1891,27.08,14.84,8225.03
0.6384,3.11,1.05,891.64
0.6123,3.82,1.59,1510.17
0.9608,1.09,0.13,589.93
0.7919,3.0,0.59,1083.47
0.7279,4.14,1.32,1499.32
0.3042,13.43,5.76,3514.89
0.331,19.5,7.19,5335.19
0.2703,30.43,14.04,12534.26
0.6285,2.56,0.79,1084.38
0.3108,10.17,5.43,2049.25
0.4902,8.75,3.25,2679.84
0.3878,6.4,2.64,1959.63
0.7569,2.29,0.54,728.13
0.4008,9.68,3.93,4207.3
0.1418,28.59,15.23,6124.62
0.7073,2.72,0.85,800.9
0.7972,1.56,0.27,696.4
0.0884,18.54,10.21,4088.2
0.4349,14.19,6.15,3906.96
0.3698,15.55,7.6,5271.04
0.1699,23.29,10.65,6115.0
0.2796,17.97,9.05,5130.61
0.6283,1.88,0.45,676.69
0.7505,1.67,0.34,828.46
0.3527,14.93,8.14,5905.2
0.6523,2.65,0.81,585.34
0.7256,1.59,0.55,534.45
0.2461,14.41,7.51,5002.94
0.7558,2.6,0.83,777.77
0.5694,4.32,1.63,1117.85
0.2187,23.35,12.27,7641.79
0.8668,2.63,0.37,824.12
0.1157,28.71,15.91,11441.49
0.8794,1.51,0.27,432.64
0.568,5.8,1.68,1262.62
0.777,1.32,0.32,668.35
0.5159,2.73,0.75,1233.69
0.4426,5.44,1.92,1611.07
0.7899,2.93,0.62,1126.72
0.604,5.15,1.76,2129.32
0.7719,1.9,0.44,590.71
0.4855,4.45,1.47,1636.65
0.6926,1.78,0.48,726.19
0.5264,4.44,1.59,1259.52
0.7795,3.35,0.86,1511.97
0.4882,5.66,1.82,2392.41
0.7383,3.38,0.71,1132.24
0.5914,2.91,1.22,675.76
0.529,8.41,3.14,3544.19
0.7135,2.59,0.41,1035.93
0.8888,1.61,0.32,353.03
0.9002,1.33,0.19,623.65
0.4984,9.86,4.19,3466.29
0.3091,13.75,6.39,3088.33
0.2825,14.41,8.01,3724.96
0.3002,14.13,6.53,5682.42
0.6299,4.41,1.47,1929.84
0.8688,0.87,0.19,434.4
0.76,2.56,0.35,644.49
0.5478,8.62,2.85,2443.49
0.7513,2.25,0.52,868.25
0.4581,7.44,2.49,2083.14
0.4295,5.07,1.92,1741.07
0.4115,5.18,2.02,1035.65
0.6837,3.52,1.29,1509.08
0.2782,20.95,10.71,8102.94
0.6693,3.19,0.98,1311.84
0.2541,25.4,12.72,6531.5
0.7367,2.18,0.45,916.04
0.3077,15.19,8.37,4236.21
0.4706,6.99,3.28,1961.28
0.7457,2.88,0.56,1137.79
0.8137,1.09,0.3,603.73
0.3941,11.18,4.82,4322.69
0.6598,3.1,0.85,823.35
0.5859,3.52,1.25,1304.38
0.5379,6.69,2.82,1790.26
0.6623,3.31,1.01,1225.76
0.3082,19.09,9.13,5186.58
0.5273,6.58,2.97,2614.55
0.2681,21.26,10.5,8681.89
0.7488,2.51,0.65,736.35
0.5728,6.51,2.8,2656.32
0.6674,4.12,1.13,1563.69
0.7725,1.71,0.35,611.67
0.2955,20.17,11.37,6213.67
0.5126,5.52,2.24,1464.4
0.6834,3.66,1.26,966.29
0.7972,4.12,0.79,945.33
0.5253,4.27,1.64,1588.04
0.9163,1.86,0.31,488.31
0.5688,4.44,2.09,1410.34
0.6997,3.52,1.09,1399.66
0.6701,4.62,1.5,1702.51
0.7378,3.13,0.91,748.88
0.2959,13.25,6.49,4833.81
0.4361,9.35,4.49,2246.45
0.3392,9.0,3.72,3509.76
0.6471,3.47,1.31,725.16
0.4843,6.05,1.94,1528.67
0.8112,2.1,0.52,854.43
0.5601,3.23,0.99,953.92
0.1821,26.92,15.47,5927.39
0.4965,9.79,4.42,2326.78
0.1848,27.8,12.83,7575.24
0.922,1.53,0.3,624.94
0.6929,4.84,0.96,1241.57
0.4269,5.92,2.27,1251.76
0.6604,3.71,0.93,1600.48
0.199,10.76,5.49,2792.51
0.4254,10.02,4.39,2144.42
0.5194,9.36,3.91,1922.99
0.5592,3.61,1.4,1522.13
0.592,2.55,0.82,946.42
0.5251,5.47,2.1,1880.64
0.3521,13.77,7.49,4642.7
0.7908,1.91,0.31,743.44
0.7338,2.46,0.85,960.45
0.8119,1.31,0.28,702.48
0.6394,3.17,0.81,1239.25
0.7903,2.41,0.63,1040.04
0.5233,6.31,2.43,1224.48
0.6617,4.36,1.12,1400.85
0.6469,2.74,0.66,997.09
0.8442,1.71,0.49,630.97
0.6842,2.69,0.78,719.82
0.2274,16.87,10.29,3624.36
0.5899,4.01,1.22,1022.86
0.272,13.81,6.35,5367.59
0.5261,6.24,1.76,1292.34
0.3222,17.31,9.3,5829.82
0.6301,4.23,1.44,986.73
0.4177,6.47,2.73,2236.07
0.7977,1.45,0.27,457.46
0.3376,9.65,5.0,2226.01
0.3658,9.37,4.26,2873.01
0.1958,16.76,8.74,4047.32
0.7441,3.23,0.78,1030.65
0.3733,12.21,5.24,4198.23
0.5603,4.63,1.8,1909.24
0.6991,3.38,0.73,1296.43
0.491,9.36,4.03,2979.22
0.6918,3.06,1.05,1119.73
0.5096,8.27,3.15,2459.03
0.8571,1.11,0.26,483.42
0.3596,13.15,7.19,4309.48
0.5473,3.86,1.55,1205.32
0.5328,3.37,1.05,1316.51
0.4522,5.35,2.18,1594.99
0.3195,10.82,5.46,2274.45
0.7779,1.81,0.36,784.08
0.4036,8.63,3.55,3321.65
0.6914,2.68,0.69,1113.35
0.4912,6.08,3.16,1703.68
0.6434,6.75,2.19,2369.62
0.7782,1.23,0.33,701.19
0.7292,2.54,0.68,725.96
0.7018,2.24,0.82,829.98
0.424,9.43,3.98,2451.05
0.6783,3.56,1.06,1503.94
0.225,17.38,7.05,4612.33
0.4809,7.34,3.17,2752.09
0.579,4.11,1.65,945.11
0.2888,16.24,7.5,3289.79
0.7503,2.73,0.78,675.17
0.4261,3.74,1.28,1161.36
0.7396,2.48,0.74,1017.37
0.5335,6.69,2.45,1588.52
0.3709,18.65,9.94,3581.03
0.4967,3.63,1.39,1471.65
0.395,6.8,3.1,2041.99
0.841,1.22,0.34,503.77
0.5607,4.01,1.49,957.12
0.3041,12.83,6.2,5298.15
0.5395,5.53,1.59,1856.4
0.4603,9.46,3.64,2035.36
0.5609,4.64,2.14,1656.33
0.2516,20.16,11.14,5472.8
0.8867,1.56,0.25,562.82
0.4023,12.77,6.91,3775.7
0.2375,25.86,14.24,7998.22
0.5128,4.18,1.59,1491.66
0.5034,7.35,2.91,1618.83
0.5453,3.57,1.33,1483.3
0.3196,13.97,5.14,2788.67
0.3923,13.28,6.7,4810.3
0.4133,11.91,3.88,2843.62
0.2915,8.5,4.37,2593.7
0.7877,2.12,0.55,780.51
0.7655,2.31,0.67,798.44
